-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.185,1.115,0.592,0.592,-0.271,1.256,0.739,0.739,-0.178,1.252,0.847,0.847,-0.31,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.185,1.115,0.592,0.592,-0.271,1.256,0.739,0.739,-0.178,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.185,1.115,0.592,0.592,-0.271,1.257,0.739,0.739,-0.178,1.253,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.186,1.115,0.592,0.592,-0.271,1.257,0.739,0.739,-0.179,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.186,1.115,0.592,0.592,-0.271,1.256,0.739,0.739,-0.178,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.186,1.115,0.592,0.592,-0.272,1.256,0.739,0.739,-0.179,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.186,1.115,0.592,0.592,-0.272,1.256,0.739,0.739,-0.179,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.327,0.39,-0.186,1.115,0.592,0.592,-0.272,1.256,0.739,0.739,-0.179,1.252,0.848,0.848,-0.312,1.149,0.595,0.595,0
-0.022,0.375,-0.632,-0.745,1.328,0.39,-0.186,1.116,0.592,0.592,-0.272,1.257,0.739,0.739,-0.179,1.252,0.848,0.848,-0.312,1.149,0.595,0.595,0
-0.022,0.376,-0.632,-0.742,1.328,0.39,-0.186,1.116,0.592,0.592,-0.272,1.257,0.74,0.74,-0.179,1.252,0.848,0.848,-0.312,1.149,0.595,0.595,0
-0.022,0.376,-0.628,-0.742,1.327,0.39,-0.186,1.116,0.591,0.591,-0.272,1.257,0.739,0.739,-0.179,1.252,0.847,0.847,-0.312,1.149,0.595,0.595,0
-0.022,0.376,-0.628,-0.742,1.327,0.39,-0.187,1.116,0.592,0.592,-0.272,1.257,0.739,0.739,-0.179,1.252,0.847,0.847,-0.312,1.149,0.595,0.595,0
-0.022,0.376,-0.628,-0.742,1.327,0.39,-0.187,1.115,0.592,0.592,-0.272,1.257,0.739,0.739,-0.179,1.253,0.847,0.847,-0.312,1.149,0.595,0.595,0
-0.022,0.376,-0.628,-0.742,1.326,0.39,-0.187,1.115,0.593,0.593,-0.272,1.256,0.739,0.739,-0.179,1.253,0.847,0.847,-0.312,1.15,0.595,0.595,0
-0.022,0.375,-0.625,-0.742,1.326,0.39,-0.187,1.115,0.594,0.594,-0.273,1.257,0.739,0.739,-0.179,1.253,0.847,0.847,-0.313,1.15,0.595,0.595,0
-0.022,0.376,-0.628,-0.742,1.327,0.39,-0.187,1.114,0.594,0.594,-0.273,1.256,0.74,0.74,-0.18,1.253,0.847,0.847,-0.313,1.15,0.596,0.596,0
-0.022,0.376,-0.628,-0.742,1.327,0.39,-0.188,1.114,0.594,0.594,-0.273,1.257,0.74,0.74,-0.179,1.253,0.847,0.847,-0.313,1.151,0.595,0.595,0
-0.023,0.377,-0.628,-0.745,1.328,0.39,-0.187,1.114,0.594,0.594,-0.273,1.256,0.739,0.739,-0.179,1.252,0.847,0.847,-0.312,1.149,0.595,0.595,0
-0.023,0.378,-0.628,-0.745,1.328,0.39,-0.187,1.114,0.594,0.594,-0.273,1.256,0.739,0.739,-0.178,1.251,0.847,0.847,-0.311,1.149,0.595,0.595,0
-0.023,0.378,-0.632,-0.745,1.329,0.39,-0.187,1.114,0.594,0.594,-0.273,1.256,0.739,0.739,-0.178,1.251,0.848,0.848,-0.311,1.148,0.596,0.596,0
-0.022,0.377,-0.639,-0.742,1.329,0.39,-0.187,1.115,0.593,0.593,-0.274,1.257,0.739,0.739,-0.179,1.252,0.847,0.847,-0.311,1.149,0.595,0.595,0
